Name,DEQ Number,Title,Document Date
DAQ-2016-007500 - 0901a0688063fa35,DAQ-2016-007500,MSCC Regenerator Vent - Pretest Protocols Review letter,6/9/2016
DAQ-2016-007501 - 0901a0688063fa36,DAQ-2016-007501,MSCC Regenerator Vent - Pretest Protocols Review memo & Protocols dated 5/25/2016,6/3/2016
DAQ-2016-008003 - 0901a06880648ac1,DAQ-2016-008003,QQQ Semiannual Report - 10/16/2015 to 4/15/2016,6/15/2016
DAQ-2016-010227 - 0901a06880660b7c,DAQ-2016-010227,USEPA Consent Decree: Semiannual Report - 1/1/2016 through 6/30/2016,7/28/2016
DAQ-2016-010626 - 0901a06880665122,DAQ-2016-010626,UACR 2nd Qtr 2016 and NSPS Subpart GGG/GGGa 2016 Semiannual Report,7/14/2016
DAQ-2016-010628 - 0901a06880665121,DAQ-2016-010628,MACT II Semiannual Report - 1/1/2016 to 6/30/2016,7/26/2016
DAQ-2016-010975 - 0901a06880667c32,DAQ-2016-010975,2nd Qtr 2016 State Electronic Data Report - Review letter,9/7/2016
DAQ-2016-011306 - 0901a0688066c198,DAQ-2016-011306,MACT Semiannual Report - 1/16/2016 to 7/15/2016,9/15/2016
DAQ-2016-011474 - 0901a06880672cbc,DAQ-2016-011474,2nd Qtr 2016 State Electronic Data Report - Review memo,8/31/2016
DAQ-2016-011476 - 0901a06880672cbd,DAQ-2016-011476,MCSCC - Review of Stack Test Report dated 8/16/2016,9/14/2016
DAQ-2016-011476_1 - 0901a06880672e0f,DAQ-2016-011476_1,MCSCC - Stack Test Report,8/16/2016
DAQ-2016-011507 - 0901a06880672e12,DAQ-2016-011507,Notification of Compliance Status for Revised Storage Vessel Provisions Required by 40 CFR 63 Subpart CC,9/26/2016
DAQ-2016-012608 - 0901a0688067cf01,DAQ-2016-012608,Sulfur Recovery Unit - Relative Accuracy Test Pretest Protocol Review letter,10/21/2016
DAQ-2016-012610 - 0901a0688067cf02,DAQ-2016-012610,Sulfur Recovery Unit - Relative Accuracy Test Pretest Protocol Review memo & Protocol dated 10/12/2016,10/14/2016
DAQ-2016-012612 - 0901a0688067cf03,DAQ-2016-012612,Amine Unit - Relative Accuracy Test Pretest Protocol Review letter,10/12/2016
DAQ-2016-012615 - 0901a0688067cf04,DAQ-2016-012615,Amine Unit - Relative Accuracy Test Pretest Protocol Review memo & Protocol dated 10/5/2016,10/11/2016
DAQ-2016-013140 - 0901a06880686273,DAQ-2016-013140,3rd Qtr 2016 State Electronic Data Report - Review letter,10/27/2016
DAQ-2016-013141 - 0901a06880686276,DAQ-2016-013141,3rd Qtr 2016 State Electronic Data Report - Review memo,10/26/2016
DAQ-2016-013494 - 0901a068806863a8,DAQ-2016-013494,MCSCC - Review of Stack Test Report dated 8/25/2016,11/9/2016
DAQ-2016-013494_1 - 0901a068806863a9,DAQ-2016-013494_1,MCSCC - Stack Test Report,8/25/2016
DAQ-2016-014142 - 0901a0688068f449,DAQ-2016-014142,Notification of LDAR Audit,9/2/2016
DAQ-2016-015074 - 0901a068806970be,DAQ-2016-015074,Partial Inspection-Relative Accuracy/Performance Specification Test Audit,12/21/2016
DAQ-2016-015403 - 0901a0688069b165,DAQ-2016-015403,RA/PST Protocol Review,12/23/2016
DAQ-2016-015622 - 0901a068806a0ebf,DAQ-2016-015622,QQQ Semi-Annual Report,12/12/2016
DAQ-2016-015623 - 0901a068806a0ec0,DAQ-2016-015623,SRU Efficiency Calculations,12/12/2016
DAQ-2016-015901 - 0901a068806ad151,DAQ-2016-015901,Q3 2016 LDAR Monitoring Report,10/13/2016
DAQ-2017-000263 - 0901a0688069b164,DAQ-2017-000263,RA/PST Protocol Review Letter,1/5/2017
DAQ-2017-000324 - 0901a0688069bd08,DAQ-2017-000324,RA/PST Pretest Protocol Review Letter,1/10/2017
DAQ-2017-000325 - 0901a0688069bd09,DAQ-2017-000325,RA/PST Pretest Protocol Review,1/6/2017
DAQ-2017-000326 - 0901a0688069bd0a,DAQ-2017-000326,RA/PST,1/2/2017
DAQ-2017-001300 - 0901a068806a99c4,DAQ-2017-001300,SEDR 4Q2016 Letter,1/26/2017
DAQ-2017-001301 - 0901a068806a99c5,DAQ-2017-001301,SEDR 4Q2016 Review,1/26/2017
DAQ-2017-001302 - 0901a068806a99c6,DAQ-2017-001302,SEDR 4Q2016 Review,1/13/2017
DAQ-2017-001638 - 0901a068806ad074,DAQ-2017-001638,Q3 2016 LDAR Monitoring Report,1/23/2017
DAQ-2017-001639 - 0901a068806ad150,DAQ-2017-001639,"Annual Report-NESHAP for Major Sources: Industrial, Commercial and Industrial Boilers & Heater",1/26/2017
DAQ-2017-001644 - 0901a068806ad157,DAQ-2017-001644,Semi-Annual Report,1/26/2017
DAQ-2017-002149 - 0901a068806b5e1c,DAQ-2017-002149,Revised 4Q2016 Letter,2/9/2017
DAQ-2017-002150 - 0901a068806b5e32,DAQ-2017-002150,Revised 4Q2016 Review,2/8/2017
DAQ-2017-003052 - 0901a068806cafc1,DAQ-2017-003052,RA/PST Review,3/2/2017
DAQ-2017-003854 - 0901a068806d8673,DAQ-2017-003854,RA/PST-VOC,3/27/2017
DAQ-2017-003854_1 - 0901a068806d8674,DAQ-2017-003854_1,RA/PST-VOC,3/27/2017
DAQ-2017-003854_2 - 0901a068806d8675,DAQ-2017-003854_2,RA/PST-VOC,3/27/2017
DAQ-2017-004929 - 0901a068806ebddc,DAQ-2017-004929,"MACT Semi-Annual Report (July 16, 2016-January 15, 2017)",3/13/2017
DAQ-2017-004930 - 0901a068806ebddd,DAQ-2017-004930,"MACT Semi-Annual Report (July 16, 2016-January 15, 2017)",3/13/2017
DAQ-2017-004931 - 0901a068806ebdde,DAQ-2017-004931,Notification of Tank 6 Returning to Service,3/8/2017
DAQ-2017-004932 - 0901a068806ebddf,DAQ-2017-004932,Request for Extension,4/18/2017
DAQ-2017-004933 - 0901a068806ebde1,DAQ-2017-004933,2015 Total Annual Benzene Report,4/5/2017
DAQ-2017-004934 - 0901a068806ebe44,DAQ-2017-004934,Q1 2017 LDAR Monitoring Report,4/14/2017
DAQ-2017-006201 - 0901a068806faea1,DAQ-2017-006201,Notification Tank 65 Degassing,5/9/2017
DAQ-2017-007462 - 0901a06880709fed,DAQ-2017-007462,Notification Tank 65 Degassing,5/9/2017
DAQ-2017-007463 - 0901a06880709fee,DAQ-2017-007463,Notification Tank 65 Degassing,5/17/2017
DAQ-2017-007464 - 0901a06880709fef,DAQ-2017-007464,SEDR 1Q2017 Letter,5/25/2017
DAQ-2017-007652 - 0901a0688070a0b3,DAQ-2017-007652,SEDR !Q2017,5/8/2017
DAQ-2017-008149 - 0901a0688071327e,DAQ-2017-008149,Protocol Letter,6/14/2017
DAQ-2017-008150 - 0901a0688071390e,DAQ-2017-008150,Protocol Review,6/6/2017
DAQ-2017-008778 - 0901a068807203ad,DAQ-2017-008778,QQQ Semi-Annual Report,6/15/2017
DAQ-2017-010506 - 0901a0688073a3e4,DAQ-2017-010506,Quarterly CEM Excess Emissions Report-2nd Quarter 2017,7/28/2017
DAQ-2017-010507 - 0901a0688073a3ed,DAQ-2017-010507,MACT II Semi-Annual Report,7/31/2017
DAQ-2017-011228 - 0901a06880740e55,DAQ-2017-011228,Semi-Annual Report,7/26/2017
DAQ-2017-011229 - 0901a06880740e22,DAQ-2017-011229,SEDR 2Q2017 Letter,8/11/2017
DAQ-2017-011230 - 0901a06880740e23,DAQ-2017-011230,SEDR 2Q2017 Review,8/9/2017
DAQ-2017-012082 - 0901a0688074e9ab,DAQ-2017-012082,Partial Compliance Evaluation-#2 of 4,8/30/2017
DAQ-2017-012083 - 0901a0688074e9ac,DAQ-2017-012083,Partial Compliance Evaluation-#1 of 4,8/31/2017
DAQ-2017-012744 - 0901a06880754d37,DAQ-2017-012744,Stack Test Review,9/6/2017
DAQ-2017-012744_1 - 0901a06880754d38,DAQ-2017-012744_1,Stack Test Review,8/9/2017
DAQ-2017-013075 - 0901a06880759721,DAQ-2017-013075,"Approval of MSCC Operation, Maintenance & Monitoring Plan",9/18/2017
DAQ-2017-013530 - 0901a06880764d9e,DAQ-2017-013530,Notification Tank 53 Degassing,9/19/2017
DAQ-2017-013531 - 0901a06880764d9f,DAQ-2017-013531,Completion of Tank 50 Construction; Notice Tank to be Placed into Petroleum Liquid Storage Service,9/8/2017
DAQ-2017-013532 - 0901a06880764da0,DAQ-2017-013532,"Pretest Protocol for Flow, Hydrogen Sulfide, Oxygen, and Sulfur Dioxide Relative Accuracy Test Letter",9/26/2017
DAQ-2017-013533 - 0901a06880764da1,DAQ-2017-013533,"Pretest Protocol for Flow, Hydrogen Sulfide, Oxygen, and Sulfur Dioxide Relative Accuracy Test Review",9/21/2017
DAQ-2017-013534 - 0901a06880764da2,DAQ-2017-013534,"Pretest Protocol for Flow, Oxygen, and Sulfur Dioxide Relative Accuracy Test Letter",9/26/2017
DAQ-2017-013535 - 0901a06880764da3,DAQ-2017-013535,"Pretest Protocol for Flow, Oxygen, and Sulfur Dioxide Relative Accuracy Review",9/21/2017
DAQ-2017-015045 - 0901a06880779beb,DAQ-2017-015045,Quarterly CEM Excess Emissions Report-3rd Quarter,10/30/2017
DAQ-2017-015046 - 0901a06880779bec,DAQ-2017-015046,Third Quarter Electronic Data Report,11/3/2017
DAQ-2017-015047 - 0901a06880779bee,DAQ-2017-015047,Third Quarter Electronic Data Report Review,10/31/2017
DAQ-2017-015048 - 0901a06880779bef,DAQ-2017-015048,Full Compliance Evaluation #4 of 4,10/4/2017
DAQ-2017-017603 - 0901a06880799807,DAQ-2017-017603,MACT Semi-Annual Report (1/16/17-7/15/17),9/14/2017
DAQ-2017-017604 - 0901a06880799809,DAQ-2017-017604,Notification of Tank 53 Returning to Service,12/19/2017
DAQ-2017-017605 - 0901a068807998f4,DAQ-2017-017605,Q2 2017 VOC Monitoring Report and NSPS 1st Half 2017 GGGa/GGG Semi-Annual Report,7/14/2017
DAQ-2017-017708 - 0901a0688079eda6,DAQ-2017-017708,Notification Tank 75 Degassing,12/29/2017
DAQ-2017-017944 - 0901a068807b210e,DAQ-2017-017944,Full Compliance Evaluation #4 of 4,11/29/2017
DAQ-2017-018181 - 0901a068807c00e2,DAQ-2017-018181,Quarterly 2017 LDAR Monitoring Report,10/13/2017
DAQ-2017-018182 - 0901a068807c00e3,DAQ-2017-018182,QQQ Semi-Annual Report,12/15/2017
DAQ-2017-019301 - 0901a06880ae9acb,DAQ-2017-019301,Notification of Tank 72 Returning to Service,8/12/2017
DAQ-2018-000671 - 0901a068807a8873,DAQ-2018-000671,Q4 2017 VOC Monitoring Report & NSPS 2nd Half 2017 GGGa/GGG Semi Annual Report,1/15/2018
DAQ-2018-000672 - 0901a068807a8874,DAQ-2018-000672,SRU Efficiency Calculations CY2017,1/9/2018
DAQ-2018-000673 - 0901a068807a8875,DAQ-2018-000673,"Pretest Protocol for CO, CO2, NOx, O2 and SO2 Relative Accuracy Test Letter",1/17/2018
DAQ-2018-000674 - 0901a068807a8876,DAQ-2018-000674,"Pretest Protocol for CO, CO2, NOx, O2 and SO2 Relative Accuracy Test Review",1/11/2018
DAQ-2018-002137 - 0901a068807c00a5,DAQ-2018-002137,VRU Analyzer RATA,1/17/2018
DAQ-2018-002138 - 0901a068807c00a6,DAQ-2018-002138,State Electronic Data Report Letter,1/23/2018
DAQ-2018-002139 - 0901a068807c00e0,DAQ-2018-002139,State Electronic Data Report Review,1/12/2018
DAQ-2018-002140 - 0901a068807c00a7,DAQ-2018-002140,Quarterly CEM Excess Emissions Report-4th Quarter 2017,1/31/2018
DAQ-2018-002141 - 0901a068807c00e1,DAQ-2018-002141,Annual Report,1/22/2018
DAQ-2018-002142 - 0901a068807c0122,DAQ-2018-002142,Semi-Annual Report-January 2018,1/25/2018
DAQ-2018-002882 - 0901a068807c9a06,DAQ-2018-002882,10122 Big West Oil 2018 MSCC Relative Accuracy Test (RATA) Final Report.pdf,2/20/2018
DAQ-2018-002885 - 0901a068807c9a8c,DAQ-2018-002885,10122 Big West Oil Relative Accuracy Performance Specification Test Audit.pdf,2/28/2018
DAQ-2018-003121 - 0901a068807cd93c,DAQ-2018-003121,10122 Big West Oil Relative Accuracy Performance Specification Test (Audit).pdf,2/27/2018
DAQ-2018-003121_1 - 0901a068807cd93e,DAQ-2018-003121_1,10122 Big West Oil Relative Accuracy Test Final Report.pdf,12/18/2017
DAQ-2018-003184 - 0901a068807d0e69,DAQ-2018-003184,10122 Big West Oil South VRU Analyzer Relative Accuracy Test Audit.pdf,3/9/2018
DAQ-2018-003187 - 0901a068807d0e6c,DAQ-2018-003187,10122 Big West Oil Notification of Tank Returning to Service.pdf,3/9/2018
DAQ-2018-003304 - 0901a068807d7531,DAQ-2018-003304,10122 Big West Oil MACT Semi-Annual Report July 2017-January 2018.pdf,3/15/2018
DAQ-2018-003569 - 0901a068807e0c01,DAQ-2018-003569,10122 Big West Oil SRU Efficiency Calculations CY2017.pdf,1/9/2018
DAQ-2018-003570 - 0901a068807e0c03,DAQ-2018-003570,10122 Big West Oil Notification Tank 35 Degassing.pdf,1/16/2018
DAQ-2018-003571 - 0901a068807e0c04,DAQ-2018-003571,10122 Big West Oil LLC Planned Turnarounds for 2018.pdf,1/16/2018
DAQ-2018-003809 - 0901a068807eabe1,DAQ-2018-003809,10122 Big West Oil Partial Compliance Evaluation 3 of 4.pdf,4/4/2018
DAQ-2018-003810 - 0901a068807eacf4,DAQ-2018-003810,10122 Big West Oil 2017 Total Annual Benzene Report.pdf,4/2/2018
DAQ-2018-003902 - 0901a068807f1e30,DAQ-2018-003902,10122 Big West Oil Partial Compliance Evaluation #1 of 4.pdf,4/10/2018
DAQ-2018-003903 - 0901a068807f1e7c,DAQ-2018-003903,10122 Big West Oil Partial Compliance Evaluation #2 of 4 Wastewater Inspection.pdf,4/11/2018
DAQ-2018-004426 - 0901a068808094d6,DAQ-2018-004426,Big West Oil State Electronic Data Report Letter,5/3/2018
DAQ-2018-004427 - 0901a068808094d8,DAQ-2018-004427,Big West Oil State Electronic Data Review,4/30/2018
DAQ-2018-004510 - 0901a0688080c832,DAQ-2018-004510,Big West Oil  Quarterly CEM Excess Emissions Report-1st Quarter 20180001.pdf,4/20/2018
DAQ-2018-005042 - 0901a06880826187,DAQ-2018-005042,RE: Q1 2018 LDAR Monitoring Report,4/13/2018
DAQ-2018-006048 - 0901a06880839a6b,DAQ-2018-006048,MSCC Regenerator Vent Particulate Matter Emission Test,5/21/2018
DAQ-2018-007338 - 0901a0688085d7a9,DAQ-2018-007338,Partial Inspection Relative Accuracy/Performance Specification Test Audit (RA/PST),6/14/2018
DAQ-2018-008371 - 0901a06880872630,DAQ-2018-008371,Notification of Tank 35 Returning to Service,5/21/2018
DAQ-2018-008372 - 0901a06880872631,DAQ-2018-008372,QQQ Semi-Annual Report,6/15/2018
DAQ-2018-008651 - 0901a06880879228,DAQ-2018-008651,MACT II Semi-Annual Report,1/30/2018
DAQ-2018-009981 - 0901a06880899019,DAQ-2018-009981,"Semi-Annual Report, January 2018",7/31/2018
DAQ-2018-010820 - 0901a068808ad6ba,DAQ-2018-010820,"Big West Oil, LLC - Second Quarter 2018 - State Electronic Data Report (SEDR), Davis County - FRS No. UT00000049011 00008",8/16/2018
DAQ-2018-010821 - 0901a068808ad6bb,DAQ-2018-010821,"Big West Oil Company - Major, Title V, MACT, NSPS, NESHAPS, HAPs, Title V, Davis County, FRS # UT00000049001100008",8/10/2018
DAQ-2018-010967 - 0901a068808b7b2f,DAQ-2018-010967,MSCC Regenerator Vent Particulate Matter Emission Test - RESCHEDULED,8/9/2018
DAQ-2018-011955 - 0901a068808c5145,DAQ-2018-011955,"Full Compliance Evaluation #4 of 4, Major, Davis County, FRS ID# UT0000004901100008",8/17/2018
DAQ-2018-012301 - 0901a068808d4d18,DAQ-2018-012301,"Quarterly CEM Excess Emissions Report- 2ndQuarter 2018, Big West Oil, LLC",7/31/2018
DAQ-2018-012308 - 0901a068808d60d6,DAQ-2018-012308,Updated Notification of Compliance Status for 40 CFR 63 Subpart UUU,8/30/2018
DAQ-2018-013080 - 0901a068808e1414,DAQ-2018-013080,"MACT Semi-Annual Report (January 16, 2018 — July 15, 2018)",9/7/2018
DAQ-2018-013081 - 0901a068808e148a,DAQ-2018-013081,Notification Tank 56 Degassing,9/5/2018
DAQ-2018-013082 - 0901a068808e148b,DAQ-2018-013082,"MACT II Semi-Annual Report January 1 to June 30, 2018",7/31/2018
DAQ-2018-013254 - 0901a068808e4be4,DAQ-2018-013254,2ND QUARTER 2018 VOC MONITORiNG REPORT AND NSPS 1ST HALF 2018 GGGA/GGG SEMI-ANNUAL REPORT,7/16/2018
DAQ-2018-013595 - 0901a068808ef8c2,DAQ-2018-013595,MSCC Regenerator Vent Particulate Matter Emission Testing,10/3/2018
DAQ-2018-013682 - 0901a068808f11e3,DAQ-2018-013682,"Big West Oil - Pretest Protocol for Flow, Oxygen (02), and Sulfur Dioxide (S02) Relative Accuracy Test - Davis County",10/9/2018
DAQ-2018-013683 - 0901a068808f11e4,DAQ-2018-013683,Relative Accuracy Testing Memo,10/6/2018
DAQ-2018-013684 - 0901a068808f11e5,DAQ-2018-013684,"Big West Oil - Pretest Protocol for Flow, Hydrogen Sulfide (H2S) Relative Accuracy Test - Davis County",10/4/2018
DAQ-2018-013685 - 0901a068808f11e6,DAQ-2018-013685,Relative Accuracy Test Memo,10/2/2018
DAQ-2018-015365 - 0901a06880916905,DAQ-2018-015365,3rd QUARTER 2018 VOC MONITORING REPORT,10/23/2018
DAQ-2018-015522 - 0901a0688091aa4b,DAQ-2018-015522,3rd QUARTER 2018 VOC MONITORING REPORT,10/23/2018
DAQ-2018-016919 - 0901a0688095932c,DAQ-2018-016919,"Big West Oil Company - Major, Title V, MACT, NSPS, NESHAPS, HAPs, Title V, Davis County, FRS # UT00000049001100008",12/4/2018
DAQ-2018-017125 - 0901a06880965bc3,DAQ-2018-017125,Notification of Tank 56 Returning to Service,11/21/2018
DAQ-2018-017127 - 0901a06880965c63,DAQ-2018-017127,QQQ Semi-Annual Report,12/10/2018
DAQ-2018-018283 - 0901a06880982b36,DAQ-2018-018283,SRU EFFICIENCY CALCULATIONS CY2018,12/24/2018
DAQ-2018-018284 - 0901a06880982b37,DAQ-2018-018284,"October 16, 2018-Breakdown Report for the MSCC Unit at Big West Oil Refinery- Follow-up",12/21/2018
DAQ-2018-018321 - 0901a06880985367,DAQ-2018-018321,"October 16, 2018 -- Breakdown Report",10/30/2018
DAQ-2019-001126 - 0901a068809a7a18,DAQ-2019-001126,"Semi-Annual Report, January 2019",1/31/2019
DAQ-2019-001296 - 0901a068809af167,DAQ-2019-001296,4th QUARTER 2018 VOC MONITORING REPORT AND NSPS 2nd HALF 2018 GGGA/GGG SEMI-ANNUAL REPORT,1/23/2019
DAQ-2019-001666 - 0901a068809b442d,DAQ-2019-001666,"Big West Oil Company - Pretest Protocol for Carbon Monoxide (CO), Carbon Dioxide (CO2), Nitrogen Oxides (NOx), Oxygen (02), and Sulfur Dioxide (S02) Relative Accuracy Test - Davis County",2/5/2019
DAQ-2019-001667 - 0901a068809b442e,DAQ-2019-001667,"Big West Oil Company (Big West Oil Company), Major, Title V, MACT, NSPS, HAP, Davis County, FRS # UT0000004901100008",1/31/2019
DAQ-2019-001926 - 0901a068809bff27,DAQ-2019-001926,"MACT II Semi-Annual Report July 1 to December 31, 2018",1/31/2019
DAQ-2019-003615 - 0901a068809e5398,DAQ-2019-003615,Partial Compliance Evaluation,3/28/2019
DAQ-2019-004485 - 0901a06880a04243,DAQ-2019-004485,VRU Analyzer RATA,3/25/2019
DAQ-2019-004486 - 0901a06880a04244,DAQ-2019-004486,Fourth Quarter 2018 - State Electronic Data Report (SEDR),3/29/2019
DAQ-2019-004487 - 0901a06880a04245,DAQ-2019-004487,Partial Inspection State Electronic Data Report (SEDR) Review,3/25/2019
DAQ-2019-004610 - 0901a06880a0b45c,DAQ-2019-004610,RE: Notification Tank 72 and 05 Degassing,3/13/2019
DAQ-2019-004611 - 0901a06880a0b45d,DAQ-2019-004611,"RE: MACT Subpart CC Semi-Annual Report (July 16, 2018 — January 15, 2019)",3/14/2019
DAQ-2019-004612 - 0901a06880a0b45f,DAQ-2019-004612,RE: 2018 Total Annual Benzene (TAB) Report,3/13/2019
DAQ-2019-004613 - 0901a06880a0b460,DAQ-2019-004613,"Annual Report NESHAP for Major Sources: Industrial, Commercial and Industrial Boilers and Heaters, 40 CFR 63 Subpart DDDDD (""Boiler MACT"")",2/20/2019
DAQ-2019-005461 - 0901a06880a2e130,DAQ-2019-005461,North Salt Lake Refinery 2019 SRU Turnarounds,3/27/2019
DAQ-2019-005881 - 0901a06880a41701,DAQ-2019-005881,1st QUARTER 2019 VOC MONITORING REPORT,5/7/2019
DAQ-2019-006990 - 0901a06880a53b51,DAQ-2019-006990,State Electronic Data Report,5/21/2019
DAQ-2019-006991 - 0901a06880a53b52,DAQ-2019-006991,State Electronic Data Report (SEDR) Review,5/17/2019
DAQ-2019-007303 - 0901a06880a660ac,DAQ-2019-007303,Consent Decree Conditions V.C.35 and V.C.33,5/7/2019
DAQ-2019-008245 - 0901a06880a7c278,DAQ-2019-008245,Partial Compliance Evaluation,5/8/2019
DAQ-2019-008735 - 0901a06880a9e1f9,DAQ-2019-008735,Notification of Tank 05 Returning to Service,5/15/2019
DAQ-2019-008831 - 0901a06880aa3770,DAQ-2019-008831,"Big West Oil, LLC - QQQ Semiannual Report",6/15/2019
DAQ-2019-008832 - 0901a06880aa365d,DAQ-2019-008832,Big West Oil - Notification of Compliance Status for PRD Amendments Under 40 CFR 63 Subpart CC,6/29/2019
DAQ-2019-009071 - 0901a06880aaf0f1,DAQ-2019-009071,Partial Compliance Evaluation,6/20/2019
DAQ-2019-009621 - 0901a06880ac145e,DAQ-2019-009621,2ND Quarter 2019 VOC Monitoring Report & 1st Semiannual 2019 NSPS GGGa Report,7/18/2019
DAQ-2019-011557 - 0901a06880ae1d56,DAQ-2019-011557,Semi-Annual Boiler MACT Report -40 CFR 63 Subpart DDDDD,7/30/2019
DAQ-2019-011558 - 0901a06880ae1d57,DAQ-2019-011558,MACT Subpart CC Report — Equipment Leaks - 1st Semiannual Report for 2019,7/30/2019
DAQ-2019-011559 - 0901a06880ae1dd2,DAQ-2019-011559,MACT Subpart CC Report — Equipment Leaks - 1st Semiannual Report for 2019,7/30/2019
DAQ-2019-011560 - 0901a06880ae1dd3,DAQ-2019-011560,Big West Oil Company - Pretest Protocol for Total Volatile Organic Compounds (TVOC) Relative Accuracy Test - Davis County,8/16/2019
DAQ-2019-011561 - 0901a06880ae1dd4,DAQ-2019-011561,Review of RA/PST Protocol dated 7/19/2019,8/6/2019
DAQ-2019-012807 - 0901a06880ae99b5,DAQ-2019-012807,Semi-Annual Report,8/1/2019
DAQ-2019-012808 - 0901a06880ae9ac8,DAQ-2019-012808,Status of Construction of Tank 28,8/7/2019
DAQ-2019-012809 - 0901a06880ae9ac9,DAQ-2019-012809,R307-107-2 Breakdown Report,8/8/2019
DAQ-2019-012810 - 0901a06880ae9aca,DAQ-2019-012810,Notification of Tank 28 being initially filled,7/31/2019
DAQ-2019-012811 - 0901a06880ae9acc,DAQ-2019-012811,"MACT Subpart UUU Semi-Annual Report: January 1 to June 30, 2019",7/30/2019
DAQ-2019-014167 - 0901a06880aefe50,DAQ-2019-014167,Full Compliance Evaluation (#4 of 4),8/8/2019
DAQ-2019-015647 - 0901a06880b26fe0,DAQ-2019-015647,Second Quarter 2019 - State Electronic Data Report,9/25/2019
DAQ-2019-015656 - 0901a06880b26fe1,DAQ-2019-015656,State Electronic Data Report (SEDR) Review,9/20/2019
DAQ-2019-016468 - 0901a06880b32aaa,DAQ-2019-016468,Notification of Tank 85 Returning to Service,9/17/2019
DAQ-2019-016471 - 0901a06880b32aab,DAQ-2019-016471,MSCC Particulate Matter Emission Test,10/2/2019
DAQ-2019-019092 - 0901a06880b5355b,DAQ-2019-019092,"MACT Subpart CC Periodic Report — 1st Half 2019 (January 15, 2019 —July 14, 2019)",9/12/2019
DAQ-2019-019099 - 0901a06880b5369e,DAQ-2019-019099,"Big West Oil - Pretest Protocol for Flow, Oxygen (02), and Sulfur Dioxide (S02) and Hydrogen Sulfide (H2S) Relative Accuracy Test - Davis County",10/24/2019
DAQ-2019-019100 - 0901a06880b5369f,DAQ-2019-019100,Review of RA/PST Protocol dated 10/9/2019,10/21/2019
DAQ-2019-020866 - 0901a06880b7288f,DAQ-2019-020866,Review of RA/PST Report dated 4/18/2019,11/6/2019
DAQ-2019-021127 - 0901a06880b7b7fe,DAQ-2019-021127,Third Quarter 2019 - State Electronic Data Report,11/26/2019
DAQ-2019-021128 - 0901a06880b7b7ff,DAQ-2019-021128,State Electronic Data Report (SEDR) Review,11/19/2019
DAQ-2019-021503 - 0901a06880b8d53c,DAQ-2019-021503,Compliance Advisory,12/10/2019
DAQ-2019-021933 - 0901a06880ba6daf,DAQ-2019-021933,"3"" Quarter 2019 UACR VOC Monitoring Report",10/14/2019
DAQ-2019-022204 - 0901a06880bbb276,DAQ-2019-022204,RSR Flare Management Plan,9/12/2019
DAQ-2019-022483 - 0901a06880bcbd58,DAQ-2019-022483,SRU EFFICIENCY CALCULATIONS CY2019,12/30/2019
DAQ-2019-022484 - 0901a06880bcbd59,DAQ-2019-022484,QQQ Semiannual Report,12/5/2019
DAQ-2019-023161 - 0901a06880e30faf,DAQ-2019-023161,Vapor Recovery Units RATA Test Reports,4/18/2019
DAQ-2019-023162 - 0901a06880e30fb0,DAQ-2019-023162,North Primary VRU Analyzer RATA (New Analyzer Installation),9/25/2019
DAQ-2019-023163 - 0901a06880e30fb1,DAQ-2019-023163,RATA Final Reports For SRU and Amine Analyzers,1/10/2019
DAQ-2019-023301 - 0901a06880f28dd9,DAQ-2019-023301,10122 Big West Oil LLC - EPA US Case 1-13-cv-00121-BSJ_ConsentDecree,4/1/2019
DAQ-2020-001050 - 0901a06880bcbb68,DAQ-2020-001050,"Big West Oil Company - Pretest Protocol for Carbon Monoxide (CO), Carbon Dioxide (CO2), Nitrogen Oxides (NOx), Oxygen (02), and Sulfur Dioxide (S02) Relative Accuracy Test — Davis County",1/21/2020
DAQ-2020-001051 - 0901a06880bcbb69,DAQ-2020-001051,Review of RA/PST Protocol dated 12/31/2019,1/16/2020
DAQ-2020-001052 - 0901a06880bcbb6a,DAQ-2020-001052,"Review of Stack Test Report received December 3, 2019",1/8/2020
DAQ-2020-001070 - 0901a06880bcbcaf,DAQ-2020-001070,"Big West Oil Company - Pretest Protocol for Carbon Monoxide (CO), Carbon Dioxide (CO2), Nitrogen Oxides (NOx), Oxygen (02), and Sulfur Dioxide (SO2) Relative Accuracy Test — Davis County",1/21/2020
DAQ-2020-001730 - 0901a06880be795b,DAQ-2020-001730,2019 UACR DTM Annual Report,1/15/2020
DAQ-2020-001731 - 0901a06880be795c,DAQ-2020-001731,0 Quarter UACR VOC Monitoring Report & 2nd Semiannual 2019 NSPS GGGa Report,1/15/2020
DAQ-2020-001732 - 0901a06880be795e,DAQ-2020-001732,"MACT Subpart UUU Semi-Annual Report: July 1 to December 31, 2019",1/30/2020
DAQ-2020-002114 - 0901a06880bf5179,DAQ-2020-002114,Review of RA/PST Report dated 12/31/2019,1/27/2020
DAQ-2020-002115 - 0901a06880bf517a,DAQ-2020-002115,Warning Letter,2/11/2020
DAQ-2020-002116 - 0901a06880bf517b,DAQ-2020-002116,Semi-Annual Report,1/31/2020
DAQ-2020-002463 - 0901a06880bfda1e,DAQ-2020-002463,MACT Subpart CC Report — Equipment Leaks — 2nd Semiannual Report for 2019,1/30/2020
