File Name,Site Name,AIRS ID,Date,Start of Compliance Period,End of Compliance Period,Item,NC item,Count,Units,No Enforcement Recommended?,Category
0012195-INSP-2025.pdf,Bennett Station,001-2195,30-Jul-25,January 2024,April 2025,,N/A,N/A,N/A,Y,other
0012202-INSP-2025.pdf,Big Sandy 3-65 36-31 1D,001-2202,30-Jul-25,June 2024,May 2025,A,"Source failed to conduct a performance test within 4,380 hours of previous performance test. Previous performance test occurred on 11/28/2023 and the next performance test was conducted on 3/18/2025 (5,545 hours elapsed from 12/2023 - 2/2025), violating Permit GP02, Condition VI.E.4.",2,Days,N,test
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,A,"The Source failed to record weekly condenser outlet temperatures for Point 008 fifty-two (52) times during the compliance period, from 1/1/2024 through 12/31/2024, violating Permit 19AD0262, Issuances 1 and 2, Condition 10. The Source noted that the operators mistakenly measured the condenser inlet temperature until it was corrected on 1/24/2025.",52,Times,N,temperature monitoring
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,B,"The Source failed to record the condenser outlet temperature and thus failed to calculate the rolling twelve month temperature for Point 008, violating Permit 19AD0262, Issuances 1 and 2, Condition 11.",,,N,temperature monitoring
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,C,"The Source failed to record the condenser outlet temperature monthly for twelve (12) months, between 1/2024 and 12/2024, violating Permit 19AD0262, Issuance 1, Condition 29 and Permit 19AD0262, Issuance 2, Condition 43.",12,Months,N,temperature monitoring
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,D,"The Source failed to limit the lean glycol circulation rate to 8 gpm twenty-three (23) times during the compliance period (see table below), violating Permit 19AD0262, Issuance 1, Condition 14, and Permit 19AD0262, Issuance 2, Condition 15.",23,Times,N,glycol circulation rate
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,E,"The Source exceeded the monthly throughput limit for Point 008 for six (6) months (see table below) during the compliance period, violating Permit 19AD0262, Issuance 2, Condition",12,Months,N,throughput
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,13,,,,N,other
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,F,"The Source exceeded the annual throughput limit for Point 008 for 6 months (see table below) during the compliance period, violating Permit 19AD0262, Issuance 2, Condition 13.",12,Month,N,throughput
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,G,,,,N,other
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,2022,"The Source did not install and start operating the flow meter until July 2024, violating AQCC Regulation 7, Part B, § II.B.2.g.",,,N,flow monitoring
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,H,"The Source provided weekly PPM NOx readings instead of O2 mV readings for all three (3) engines from 1/1/2024 until they were cancelled, violating Permit 19AD0262, Issuance 1, Condition 29 and Permit 19AD0262, Issuance 2, Condition 43.",1,Days,N,O2 monitoring
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,I,"The Source failed to record daily pre- catalyst temperatures ninety seven (97) times during the compliance period (see table below), violating Permit 19AD0262, Issuance 2, Condition 43.",97,Times,N,temperature monitoring
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,J,"The Source failed to record 3 weekly AFRC O2 mV readings, between 12/15/2024 and 1/4/2025, violating Permit 19AD0262, Issuance 2, Condition 43.",2,Days,N,O2 monitoring
0012215-INSP-2025.pdf,Mustang Booster Station,001-2215,19-Feb-25,January 2024,December 2024,K,"The Source temporarily replaced the engine associated with Point 002 with the engine associated with Point 001 on 9/19/2024, and failed to conduct a portable analyzer test within 7 calendar days, violating Permit 19AD0262, Issuance 2, Attachment A, Condition 6.",1,Days,N,test
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,A,"The Source failed to record the catalyst inlet temperature on a weekly basis for GEN-1, violating Permit Number GP10, Condition IV.B.5.f.",40,Weeks,N,temperature monitoring
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,B,"The Source failed to record the pressure drop across the catalyst bed, violating Permit Number GP10, Condition IV.B.5.g.",10,Months,N,pressure monitoring
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,C,"The Source failed to establish a baseline pressure drop value for six (6) months following the end of the granted immunity in June 2023 through September 2023 for GEN-1, violating General Permit 10, Condition IV.B.5.f.",6,Months,N,pressure monitoring
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,D,"The Source failed to complete the required periodic portable analyzer tests two (2) times for GEN-1, violating General Permit 10, Condition V.A.2.",180,Days,N,test
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,E,"The Source installed the pressure actuators, but failed to record weekly maximum and minimum pressure actuator readings for ninety-seven (97) weeks from 9/15/2022 to the end of the compliance period on 7/31/2024, violating Regulation 7, Part B § II.B.2.f.(ii).",97,Weeks,N,pressure monitoring
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,F,"The Source failed to complete weekly ECD inspections for two (2) weeks during the compliance period, violating Regulation 7, Part B § I.E.2.c, and General Permit 10, Conditions V.A.1, V.B.1, and V.B.3.",2,Weeks,N,inspections
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,G,"The Source was unable to provide a site-specific Design Analysis to demonstrate that the vapor control system for Point 001 was designed to minimize emissions of VOCs. In the LDAR records provided by the Source, emissions were reported thirteen (13) times from thief hatches on various tanks at the facility (see table below). The Source failed to minimize emissions of VOCs to the maximum extent practicable, violating Regulation 7, Part B § I.C.1.b. and General Permit 10, Condition IV.A.2.",13,Times,N,inspections
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,H,"The Source was unable to provide a site-specific Design Analysis to prove that instances of tank emissions are not part of normal operation for Point 001. In the LDAR records, the Source documented thirteen (13) emissions from tank thief hatches (see table above). The Source failed to operate without venting, and failed to route all hydrocarbon emissions from Point 001 to the control equipment, violating Regulation 7, Part B § II.C.2.a.",,,N,inspections
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,I,"The Source failed to file a NOS for ENG-1 within the 15 day time limit, violating Regulation 3, Part B § III.G.1.",5,Days,N,NOS
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,J,"The Source operated the engine with Serial Number EEIOH-201897 without a valid APEN for thirty-six (36) days, violating Regulation 3, Part A § II.A.1.",36,Days,N,APEN
0012286-INSP-2025.pdf,Crow 3-64 29-30,001-2286,20-Nov-24,June 2022,July 2024,K,"The Source failed to obtain a construction permit for the engine with Serial Number EEIOH-201897, and operated this engine without a permit for thirty-six (36) days, violating Regulation 3, Part B § II.A.1.",36,Days,N,permit
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,A,"The Source installed the pressure actuators, but failed to record weekly maximum and minimum pressure actuator readings for one-hundred and one (101) weeks from 9/23/2022 to the end of the compliance period on 8/31/2024, violating Regulation 7, Part B § II.B.2.f.(ii).",101,Weeks,N,pressure monitoring
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,B,"The Source failed to complete weekly ECD inspections for two (2) weeks during the compliance period, violating Regulation 7, Part B § I.E.2.c, and General Permit 10, Conditions V.A.1, V.B.1, and V.B.3.",2,Weeks,N,inspections
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,C,"The Source was unable to provide a site-specific Design Analysis to demonstrate that the vapor control system for Point 001 was designed to minimize emissions of VOCs. In the LDAR records provided by the Source, emissions were reported four (4) times from thief hatches on various tanks at the facility (see table below). The Source failed to minimize emissions of VOCs to the maximum extent practicable, violating Regulation 7, Part B § I.C.1.b. and General Permit 10, Condition IV.A.2.",4,Times,N,inspections
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,D,"The Source was unable to provide a site-specific Design Analysis to prove that instances of tank emissions are not part of normal operation for Point 001. In the LDAR records, the Source documented four (4) leaks from tank thief hatches (see table above). The Source failed to operate without venting, and failed to route all hydrocarbon emissions from Point 001 to the control equipment, violating Regulation 7, Part B § II.C.2.a.",,,N,inspections
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,E,"The Source failed to record the catalyst inlet temperature on a weekly basis for GEN-1, violating Permit Number GP10, Condition IV.B.5.f.",33,Weeks,N,temperature monitoring
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,F,"The Source failed to maintain a catalyst temperature between 750°F and 1250°F, violating General Permit 10, Condition IV.B.5.f.(i).",,,N,temperature monitoring
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,G,"The Source failed to provide monthly records of the pressure drop across the catalyst bed for GEN-1, violating Permit Number GP10, Condition IV.B.5.g.",10,Months,N,pressure monitoring
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,H,"The Source failed to address the out-of-range pressure drops for GEN-1 within the 15 day time limit, violating General Permit 10, Condition IV.B.5.g.(i). Month Measured Catalyst DP (“H2O) Baseline DP (“H2O) Deviation (“H2O) July 2023 13.1 16.0 2.9 August 2023 7.5 16.0 8.",15,Days,N,pressure monitoring
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,I,"The Source operated the engine with Serial Number EEIOH-201897 without a valid APEN for fifty-seven (57) days, violating Regulation 3, Part A § II.A.1.",57,Days,N,APEN
0012287-INSP-2025.pdf,Yellow 3-64 30-25,001-2287,20-Nov-24,July 2022,August 2024,J,"The Source failed to obtain a construction permit for the engine with Serial Number EEIOH-201897, and operated this engine without a permit for fifty-seven (57) days, violating Regulation 3, Part B § II.A.1.",57,Days,N,permit
0051647-INSP-2025 Approved PDF.pdf,Cottonwood Creek 4-56 27-1H,005-1647,24-Apr-25,February 2022,November 2024,A,"Source failed to install a flow meter or pressure actuator by December 31, 2022, for enclosed combustion devices in disproportionately impacted communities that commenced operation before February 14, 2022, violating Regulation 7 (Part D § II.B.2.g) (Part B § II.B.2.g as of June 14, 2023).",,,N,flow monitoring
0051647-INSP-2025 Approved PDF.pdf,Cottonwood Creek 4-56 27-1H,005-1647,24-Apr-25,February 2022,November 2024,B,"Source failed to conduct 9 weekly inspections: Second and third weeks of February 2022, Second and third weeks of March 2022, First, second and third weeks of April 2022, second week in February 2023, second week of March 2023- 9 missed weekly checks, violating Regulation 7 Part B II.B.2.",,,N,inspections
0051647-INSP-2025 Approved PDF.pdf,Cottonwood Creek 4-56 27-1H,005-1647,24-Apr-25,February 2022,November 2024,C,"Source failed to complete initial testing within 180 days of the permit issuance or commencement of operation, violating Permit 14AR1475 Issuance 3, Condition 25.",60,Days,N,test
0051647-INSP-2025 Approved PDF.pdf,Cottonwood Creek 4-56 27-1H,005-1647,24-Apr-25,February 2022,November 2024,D,"Source failed to conduct daily pilot light, auto igniter monitoring and visible emissions observation checks on point 001 and point 002 per both versions of their O & M plans that were applicable throughout the compliance period, violating Permit 14AR1475 Issuance 3, Condition 24.",,,N,temperature monitoring
0051657-INSP-2024.pdf,Crestone Peak - Sunset 4-65 21-22 1H/Grimm Motocross 4-65 23-24 1H,005/1657,26-Sep-24,July 2021,July 2024,A,"Source failed to provide records of any pressure actuator system data violating Regulation 7, Section II.B.2.f (ii) (G). Noncompliance July 2021 to July 2024.",,,N,pressure monitoring
0051657-INSP-2024.pdf,Crestone Peak - Sunset 4-65 21-22 1H/Grimm Motocross 4-65 23-24 1H,005/1657,26-Sep-24,July 2021,July 2024,B,"Source failed to do AVO and ECD checks for points 004 and 005 (vapor recovery units) on the dates listed in the table below , violating Permit 15AR0402 (2), Condition 21.",,,N,inspections
0051693 INSP 2025.pdf,MONTEZUMA 4-64 18-13 4H,005-1693,22-Apr-25,May 2024,March 2025,,N/A,N/A,N/A,Y,other
0051708 INSP 2025.pdf,STATE BIERSTADT 4-65,005-1708,22-Apr-25,December 2023,February 2025,A,"Source failed to provide the records of the flow meter or pressure actuator readings including maximum and minimum measured flow rates or pressures for the compliance period of December 2023 through February 2025 (65 weeks and 1 day) , violating Regulation 7 Part B § II.B.2.f.(ii)(G).",65,Weeks,N,flow monitoring
0051745-INSP-2025.pdf,Property Reserve 4-65,005-1745,11-Dec-24,October 2022,September 2024,A,"Source failed to inspect the air pollution control equipment during one (1) week of the compliance period, violating Regulation 7, Part B §§ I.E.2.c.",1,Week,N,inspections
0051745-INSP-2025.pdf,Property Reserve 4-65,005-1745,11-Dec-24,October 2022,September 2024,B,"Source failed to provide records of pressure readings, violating Regulation 7, Part B §§ II.B.2.f.(ii)(G).",,,N,pressure monitoring
0051745-INSP-2025.pdf,Property Reserve 4-65,005-1745,11-Dec-24,October 2022,September 2024,C,"Source failed to conduct daily monitoring of control equipment for a total of two hundred eight (208) days during the compliance period, violating Permit 20AR0135, Condition 29. (Note, Point 004 was subject to weekly checks under O&M plan received 12/12/2019, and was in compliance until an updated O&M plan was approved on 7/6/2023. 208 days total for Points 001 and 003, 161 days total for Point 004).",208,Days,N,inspections
0051745-INSP-2025.pdf,Property Reserve 4-65,005-1745,11-Dec-24,October 2022,September 2024,D,"Source failed to record weekly catalyst inlet temperature readings for four (4) weeks during the compliance period for Point 007, failed to maintain inlet catalyst temperature between 750F and 1250F for rich burn engine Point 007 for twenty-six (26) weeks during the compliance period, and failed to provide documentation of corrective action taken, violating Permit GP02, Conditions VI.E.2 and VI.E.2.a.",4,Weeks,N,temperature monitoring
0051745-INSP-2025.pdf,Property Reserve 4-65,005-1745,11-Dec-24,October 2022,September 2024,E,"Source failed to provide documentation of corrective action taken, violating GP02, Condition VI.E.3.",,,N,other
0051745-INSP-2025.pdf,Property Reserve 4-65,005-1745,11-Dec-24,October 2022,September 2024,F,"Source failed to conduct semi-annual testing for Point 007 in 2023, violating Permit GP02, Condition VI.E.4.",,,N,test
0051748-INSP-2025 .pdf,Prosper Farms 4-65 11-12,005-1748,15-Apr-25,February 2024,January 2025,A,"Source failed to design, operate, and maintain its condensate collection, storage, processing, and handling operations so as to minimize the leakage of VOC to the atmosphere to the maximum extent practicable, violating Regulation 7, Part B § I.C.1.b.",2,Days,Y,design analysis
0051757-INSP-2025.pdf,Tiberius 4-64 8-7 North,005-1757,05-Feb-25,October 2023,December 2024,A,"Source did not provide any records of inspections, testing, and/or calibrations, violating Regulation 7, Part B § II.C.4 and Permit 21AR0044, Condition 19.",,,N,test
0051757-INSP-2025.pdf,Tiberius 4-64 8-7 North,005-1757,05-Feb-25,October 2023,December 2024,B,"Source failed to provide records of pressure readings, violating Regulation 7, Part B §§ II.B.2.f.",,,N,pressure monitoring
0051757-INSP-2025.pdf,Tiberius 4-64 8-7 North,005-1757,05-Feb-25,October 2023,December 2024,C,"Daily inspections were missed on the following dates: 11/24/2023 12/14/2024 12/15/2024 2/2/2024 2/17/2024 2/25/2024 3/20/2024 Daily inspections were missed seven (7) days total, violating Permit 21AR0044, Condition 28.",7,Days,N,inspections
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,A,"Source failed to maintain the NOx emissions limit for Point 009 eight (8) months, violating Permit 22AR0454, Condition 6.",8,Months,N,permit
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,12,,,,Y,other
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,B,"Source failed to design, operate, and maintain its condensate collection, storage, processing, and handling operations so as to minimize the leakage of VOC to the atmosphere to the maximum extent practicable, violating Regulation 7, Part B § I.C.1.b.",,,N,design analysis
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,C,"Source failed to operate without venting hydrocarbon emissions from the tanks on seven (7) occasions, violating Regulation 7, Part B § II.C.2.a.",7,Occasions,N,design analysis
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,D,"source failed to provide any records of inspections, testing, and/or calibrations, violating Regulation 7, Part B § II.C.4 and Permit 22AR0454, Condition 22.",,,N,test
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,E,"Source failed to provide LDAR records for the month of November 2022, violating Regulation 7, Part B §§ I.L, II.E, III.F.",,,N,inspections
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,F,"Source failed to provide weekly records for seven (7) weeks, violating Regulation 7, Part B § I.E.2.",7,Weeks,N,other
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,G,"Source failed to provide weekly records for seven (7) weeks, violating Regulation 7, Part B § II.C.1.d.",7,Days,N,other
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,H,"Source failed to provide records of pressure readings, violating Regulation 7, Part B §§ II.B.2.f.",,,N,pressure monitoring
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,I,"Source failed to provide an insta llment date for the flow meters and compliance could not be assessed, violating Regulation 7, Part B § II.B.2.g.",,,N,flow monitoring
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,J,"Source failed to complete self-certification process for Points 008 (AOS) and 009 within 180 days of permit issuance, violating Permit 22AR0454, Condition 2.",180,Days,N,permit
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,K,"Source failed to maintain temperature for Point 007 between 750°F and 1,250°F, and did not record notes of corrective action taken, violating Permit 22AR0454, Condition 38.",2,Days,N,temperature monitoring
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,L,"Source failed to provide pre-catalyst temperature for two (2) weeks for Point 008 AOS, violating Permit 22AR0454, Condition 38.",2,Weeks,N,temperature monitoring
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,M,"Source did not provide AFRC readings for three (3) weeks for Point 008 AOS, violating Permit 22AR0454, Condition 38.",3,Weeks,N,O2 monitoring
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,N,"Source failed to provide monthly catalyst differential pressure readings for seven (7) months for Point 009, violating GP10, Condition IV.B.",7,Months,N,pressure monitoring
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,O,"Source failed to maintain the catalyst differential pressure for Point 009 within +/- 2 inches from the baseline, violating GP10, Condition IV.B.5. Source performed a PAT the following month and the baseline was reset. Differential pressure was back in range at the next monthly reading, no enforcement recommended.",15,Days,Y,other
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,P,"Source failed to record weekly temperature for two (2) weeks for Point 009, violating GP10, Condition IV.B.5.",2,Weeks,N,temperature monitoring
0051769-INSP-2025.pdf,Arkansas 4-64 3-2,005-1769,05-Feb-25,March 2022,December 2024,Q,"Source failed to maintain catalyst inlet temperature within 750°F and 1250°F and taking corrective action for nine (9) weeks for Point 009, violating GP10, Condition IV.B.5.",9,Weeks,N,temperature monitoring
0051770-INSP-2025 .pdf,Rush 4-65 29-30 North,005-1770,15-Apr-25,May 2024,January 2025,A,,1,Days,Y,other
0051770-INSP-2025 .pdf,Rush 4-65 29-30 North,005-1770,15-Apr-25,May 2024,January 2025,B,"Source failed to provide records of flow rate for the compliance period, violating Regulation 7, Part B §§ II.B.2.f.",,,N,flow monitoring
0051770-INSP-2025 .pdf,Rush 4-65 29-30 North,005-1770,15-Apr-25,May 2024,January 2025,C,"Source failed to install the flow meter by the designated date, violating Regulation 7, Part B §§ II.B.2.g.",,,N,flow monitoring
0051770-INSP-2025 .pdf,Rush 4-65 29-30 North,005-1770,15-Apr-25,May 2024,January 2025,D,"Source failed to conduct daily ECD monitoring during two (2) days in the compliance period for Points 002, 003, and 004, violating permit 22AR0489, Condition 44.",2,Days,N,inspections
0051771-INSP-2025 Approved PDF.pdf,Grande 4-65 20-19 North,005-1771,24-Apr-25,March 2022,January 2025,A,"Source failed to install non-emitting pneumatics when grid power was accessible and the well was fractured on or after May 1 st, 2021, violating Regulation 7 (Part D § III.C.4) (Part B § III.C.4 as of June 14, 2023).",,,N,other
0051771-INSP-2025 Approved PDF.pdf,Grande 4-65 20-19 North,005-1771,24-Apr-25,March 2022,January 2025,B,"Source failed to conduct monthly AIMM on the following dates: 3/2022, 4/2022, 6/2022, 11/2022 and 1/2023, violating Regulation 7, (Part D §§ I.L, II.E, III.F) (Part B §§ I.L, II.E, III.",,,N,inspections
0051771-INSP-2025 Approved PDF.pdf,Grande 4-65 20-19 North,005-1771,24-Apr-25,March 2022,January 2025,C,"Source failed to conduct monthly STEM inspections on the following dates: 3/2022, 4/2022, 6/2022, 11/2022 and 1/2023, violating Regulation 7, (Part D §§ II.C.2.b and C.3) (Part B §§ II.C.2.b and C.3 as of June 14, 2023).",,,N,inspections
0051771-INSP-2025 Approved PDF.pdf,Grande 4-65 20-19 North,005-1771,24-Apr-25,March 2022,January 2025,D,"Source failed to provide the maximum and minimum flow rate for flow meters readings and Record of the maximum and minimum measured pressures for pressure actuator system once the flow meter was installed, violating Regulation 7, (Part D §§ I.E.2.c and II.B.2.f) (Part B §§ I.E.2.c and II.B.2.f as of June 14, 2023).",,,N,flow monitoring
0051771-INSP-2025 Approved PDF.pdf,Grande 4-65 20-19 North,005-1771,24-Apr-25,March 2022,January 2025,E,"Source failed to conduct weekly inspections between 3/1/2022-and 5/12/2022, violating GP10, Condition V.A.1.",2,Days,N,inspections
0051776-INSP-2025 Approved.pdf,State Bierstadt 4-65 35-34 North 2,005-1776,19-Aug-25,April 2024,May 2025,A,"Source failed to conduct daily auto igniter monitoring and visible emissions observations on the following days: 8/21/2024, 8/22/2024, 8/24/2024, 8/25/2024 and 8/26/2024 totaling 5 days, violating Permit 22AR0508, Condition 50.",5,Days,N,temperature monitoring
0051776-INSP-2025 Approved.pdf,State Bierstadt 4-65 35-34 North 2,005-1776,19-Aug-25,April 2024,May 2025,B,"Source failed to provide records of daily pre-catalyst temperature readings of the NSCR due to a maintenance issue on the following days: 11/22/2024, 11/23/2024, 11/25/2024, 11/27/2024, 11/28/2024, 11/29/2024, 11/30/2024, 12/2/2024, 12/3/2024 and 12/4/2024, totaling 10 days, violating Permit 22AR0508, Condition 50.",10,Days,N,temperature monitoring
0051778-INSP-2025.pdf,ESTRN HILLS 4-65 17-18 S,005-1778,11-Dec-24,March 2023,September 2024,A,"Source failed to design, operate, and maintain its condensate collection, storage, processing, and handling operations so as to minimize the leakage of VOC to the atmosphere to the maximum extent practicable , violating Regulation 7, Part B § I.C.1.b and GP10, Condition IV.A.2.",,,N,design analysis
0051778-INSP-2025.pdf,ESTRN HILLS 4-65 17-18 S,005-1778,11-Dec-24,March 2023,September 2024,B,"Source failed to operate without venting hydrocarbon emissions from the tanks on nine (9) occasions during the compliance period , violating Regulation 7, Part B § II.C.2.a.",9,Occasions,N,design analysis
0051778-INSP-2025.pdf,ESTRN HILLS 4-65 17-18 S,005-1778,11-Dec-24,March 2023,September 2024,C,"Source failed to provide records of pressure readings, violating Regulation 7, Part B §§ II.B.2.f.",,,N,pressure monitoring
0051778-INSP-2025.pdf,ESTRN HILLS 4-65 17-18 S,005-1778,11-Dec-24,March 2023,September 2024,D,"Source did not provide any records of inspections, testing, and/or calibrations, violating Regulation 7, Part B § II.C.4.",,,N,test
0051796-GP10-2026.pdf,Chico-Watkins South,005-1796,23-Oct-25,August 2024,August 2025,A,"The Company failed to design, operate, and maintain its condensate collection, storage, processing, and handling operations so as to minimize the leakage of VOC to the atmosphere to the maximum extent practicable, violating Permit GP10, Condition IV.A.2.",,,N,design analysis
0051796-GP10-2026.pdf,Chico-Watkins South,005-1796,23-Oct-25,August 2024,August 2025,B,"The Company failed to provide a design analysis, predictive analysis, and preventative maintenance records. The Company was unable to demonstrate that the facility was designed properly to prevent over pressurization. The Company failed to operate without venting hydrocarbon emissions from the storage tanks, violating Permit GP10, Condition IV.C.2. See the table below for more details.",12,Days,N,design analysis
0051799-GP10-2026.pdf,Lussing Trust 4-64 19-20 North,005-1799,23-Oct-25,April 2025,September 2025,A,"The Company failed to monitor the weekly catalyst inlet temperature of the two (2) PSI 11.1L engines for eight (8) weeks (7/10/2025 to 8/31/2025), violating Permit GP10, Condition IV.B.5.f.",8,Weeks,N,temperature monitoring
0051799-GP10-2026.pdf,Lussing Trust 4-64 19-20 North,005-1799,23-Oct-25,April 2025,September 2025,B,"The company failed to monitor the pressure drop across the catalyst bed of the two (2) PSI 11.1L engines for two (2) months (7/2025 and 8/2025), violating Permit GP10, Condition IV.B.5.g.",2,Months,N,pressure monitoring
123-1375-INSP-2025 ENF - Dani Serna.pdf,Crestone Peak Resources - Rasmussen 19 (d.b.a. Civitas Resources),123-1375,03-Dec-24,December 2022,November 2024,1,"The company failed to install the flow meter at this facility by this deadline. The operator stated the flow meter was installed and connected to the SCADA system on 1/16/2025. The company failed to install the flow meter at this facility by the deadline of 5/1/2023, violating AQCC Regulation 7, II.B.g(i)(B).",3,Days,N,flow monitoring
123-9C07-INSP-2025.pdf,North Platte K-22 Production Facility,123- 9C07,14-Nov-24,September 2023,September 2024,A,"Source failed to limit emissions to the annual limit of 6.1 tpy of VOC for eleven (11) months during the compliance period. And, Source failed to limit emissions to the annual limit of 1.3 tpy of CO for ten (10) months during the compliance period. See table below for emissions exceedances. 12- month rolling period ending AIRS Point VOC Permitted tpy VOC Actual tpy CO Permitted tpy CO Actual tpy Sept 2023 013 6.1 13.62 1.3 1.91 Oct 2023 013 6.1 13.54 1.3 1.90 Nov 2023 013 6.1 14.25 1.3 2.0 Dec 2023 013 6.1 13.83 1.3 1.94 Jan 2024 013 6.1 13.63 1.3 1.91 Feb 2024 013 6.1 13.14 1.3 1.84 Mar 2024 013 6.1 12.90 1.3 1.81 Apr 2024 013 6.1 12.80 1.3 1.79 May 2024 013 6.1 12.01 1.3 1.68 Jun 2024 013 6.1 10.43 1.3 1.46 Jul 2024 013 6.1 7.9 1.3 In Complia nce Source failed to keep emissions under the appropriate limitations, violating Permit 14WE0494 (6), Condition 3. This non-compliance issue was identified in a previous report (inspection date: November 8, 2023), and the issue was on-going during the compliance period of this report.",11,Months,N,inspections
