row_id,location_in_permit,consent_decree_citation,regulatory_language,change_type,author,date,para_idx,paragraph_excerpt
766,Condition 24324,,INSERT: For the liquid seal drum associated with,insert,Rachel Lien,2024-04-05T13:16:00Z,41815,"For the liquid seal drum associated with the respective flare, the"
767,Condition 24324,,INSERT: the,insert,Rachel Lien,2024-04-05T13:17:00Z,41815,"For the liquid seal drum associated with the respective flare, the"
768,Condition 24324,,INSERT: respective,insert,Rachel Lien,2024-04-05T13:16:00Z,41815,"For the liquid seal drum associated with the respective flare, the"
769,Condition 24324,,INSERT: flare,insert,Rachel Lien,2024-04-05T13:17:00Z,41815,"For the liquid seal drum associated with the respective flare, the"
770,Condition 24324,,"INSERT: , the",insert,Rachel Lien,2024-04-05T13:16:00Z,41815,"For the liquid seal drum associated with the respective flare, the"
771,Condition 24324,,INSERT: pressure difference between the inlet pressure and outlet pressure is less than the liquid seal pressure as set by the static head of liquid between the opening of the dip tube in the drum and the level-setting weir in the drum;,insert,Rachel Lien,2024-04-05T13:16:00Z,41816,pressure difference between the inlet pressure and outlet pressure is less than the liquid seal pressure as set by the static head of liquid between the opening of the dip tube in the drum and the level-setting weir in the drum;
772,Condition 24324,,"INSERT: For the liquid seal drum associated with the respective flare,",insert,Rachel Lien,2024-04-05T13:18:00Z,41817,"For the liquid seal drum associated with the respective flare, the liquid level in the drum is at the level of the weir; and"
773,Condition 24324,,INSERT: the liquid level in the drum is at the level of the weir; and,insert,Rachel Lien,2024-04-05T13:18:00Z,41817,"For the liquid seal drum associated with the respective flare, the liquid level in the drum is at the level of the weir; and"
774,Condition 24324,,INSERT: Downstream of the seal drum associated with the respective flare there is no flow of Supplemental Gas directed to the,insert,Rachel Lien,2024-04-05T13:18:00Z,41818,Downstream of the seal drum associated with the respective flare there is no flow of Supplemental Gas directed to the flare.
775,Condition 24324,,INSERT: flare,insert,Rachel Lien,2024-04-05T13:19:00Z,41818,Downstream of the seal drum associated with the respective flare there is no flow of Supplemental Gas directed to the flare.
776,Condition 24324,,INSERT: .,insert,Rachel Lien,2024-04-05T13:18:00Z,41818,Downstream of the seal drum associated with the respective flare there is no flow of Supplemental Gas directed to the flare.
777,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: As an alternative to,insert,Rachel Lien,2024-04-05T13:19:00Z,41819,"As an alternative to Condition 12.a. for a flare which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less than 0.2 feet"
778,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: Condition,insert,Rachel Lien,2024-04-18T15:29:00Z,41819,"As an alternative to Condition 12.a. for a flare which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less than 0.2 feet"
779,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: 1,insert,Rachel Lien,2024-04-05T13:19:00Z,41819,"As an alternative to Condition 12.a. for a flare which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less than 0.2 feet"
780,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: 2,insert,Rachel Lien,2024-04-18T15:35:00Z,41819,"As an alternative to Condition 12.a. for a flare which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less than 0.2 feet"
781,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: .a. for a flare,insert,Rachel Lien,2024-04-05T13:19:00Z,41819,"As an alternative to Condition 12.a. for a flare which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less than 0.2 feet"
782,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22","INSERT: which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less t",insert,Rachel Lien,2024-04-05T13:20:00Z,41819,"As an alternative to Condition 12.a. for a flare which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less than 0.2 feet"
783,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: han 0.2 feet/second based on a 15-minute Block Average.,insert,Rachel Lien,2024-04-05T13:21:00Z,41819,"As an alternative to Condition 12.a. for a flare which does not have a weir, Pilot Gas and Purge Gas will be considered to be the only gases being vented to those Flares if the Vent Gas flow meter indicates a flow rate of less than 0.2 feet"
784,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22","INSERT: (Basis: Regulation 2-1-403,",insert,Rachel Lien,2024-04-03T14:00:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
785,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: EPA,insert,Rachel Lien,2024-07-03T16:32:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
786,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: Consent Decree,insert,Rachel Lien,2024-04-03T14:00:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
787,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: (Tesoro),insert,Rachel Lien,2024-07-03T16:32:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
788,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: Appe,insert,Rachel Lien,2024-04-05T12:38:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
789,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: ndix A-5,insert,Rachel Lien,2024-04-05T12:39:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
790,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22","INSERT: ,",insert,Rachel Lien,2024-04-18T12:45:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
791,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: Condition 22,insert,Rachel Lien,2024-04-05T12:39:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
792,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: and 23,insert,Rachel Lien,2024-04-05T13:21:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
793,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: ),insert,Rachel Lien,2024-04-03T14:00:00Z,41821,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 22 and 23)"
794,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: 1,insert,Rachel Lien,2024-04-03T14:01:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
795,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: 3,insert,Rachel Lien,2024-07-03T16:32:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
796,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: . A failure to comply with the work practices or standards in,insert,Rachel Lien,2024-04-03T14:01:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
797,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: Conditions,insert,Rachel Lien,2024-04-07T10:46:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
798,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: 8,insert,Rachel Lien,2024-04-05T10:30:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
799,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: and,insert,Rachel Lien,2024-04-03T14:01:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
800,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: 9,insert,Rachel Lien,2024-04-18T16:03:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
801,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22",INSERT: shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:,insert,Rachel Lien,2024-04-03T14:01:00Z,41822,13. A failure to comply with the work practices or standards in Conditions 8 and 9 shall not constitute a violation of such work practice or standard if the noncompliance results from downtime of monitoring systems due to the following:
802,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 22","INSERT: a. Malfunction of a monitoring system, for a monitoring system needed to meet the requirement(s);",insert,Rachel Lien,2024-04-03T14:01:00Z,41823,"a. Malfunction of a monitoring system, for a monitoring system needed to meet the requirement(s);"
803,Condition 24324,,"INSERT: b. Repairs associated with monitoring system malfunctions, for a monitoring system needed to meet the requirement(s);",insert,Rachel Lien,2024-04-03T14:01:00Z,41824,"b. Repairs associated with monitoring system malfunctions, for a monitoring system needed to meet the requirement(s);"
804,Condition 24324,,"INSERT: c. Required monitoring system quality assurance or quality control activities (including, as applicable, calibration checks and required zero and span adjustments); or",insert,Rachel Lien,2024-04-03T14:01:00Z,41825,"c. Required monitoring system quality assurance or quality control activities (including, as applicable, calibration checks and required zero and span adjustments); or"
805,Condition 24324,,INSERT: d. Quality Assurance/Quality Control activities on a monitoring system needed to meet the requirement.,insert,Rachel Lien,2024-04-03T14:01:00Z,41826,d. Quality Assurance/Quality Control activities on a monitoring system needed to meet the requirement.
806,Condition 24324,,"INSERT: Provided however, that in no event shall the excepted periods a-c defined above",insert,Rachel Lien,2024-04-03T14:01:00Z,41827,"Provided however, that in no event shall the excepted periods a-c defined above and described in 40 CFR §63.671(a)(4) for any instrument exceed 5% of the time that the flare is In Operation and Capable of Receiving Sweep, Supplemental, and/"
807,Condition 24324,,INSERT: and described in 40 CFR §63.671(a)(4),insert,Rachel Lien,2024-04-05T10:24:00Z,41827,"Provided however, that in no event shall the excepted periods a-c defined above and described in 40 CFR §63.671(a)(4) for any instrument exceed 5% of the time that the flare is In Operation and Capable of Receiving Sweep, Supplemental, and/"
808,Condition 24324,,"INSERT: for any instrument exceed 5% of the time that the flare is In Operation and Capable of Receiving Sweep, Supplemental, and/or Waste Gas in any six month period. The calculation of instrument downtime shall be made in accordance with 40 C.F.R. § 60.13(h)(2) and as follows. For purposes of calculating the 5% of instrument downtime allowed in any six month period, the time used for gas chromatograph calibration and validation activities may be excluded.",insert,Rachel Lien,2024-04-03T14:01:00Z,41827,"Provided however, that in no event shall the excepted periods a-c defined above and described in 40 CFR §63.671(a)(4) for any instrument exceed 5% of the time that the flare is In Operation and Capable of Receiving Sweep, Supplemental, and/"
809,Condition 24324,,INSERT: e. Any hour that meets the requirements as set forth below shall not be counted toward instrument downtime. Specifically:,insert,Rachel Lien,2024-04-03T14:01:00Z,41828,e. Any hour that meets the requirements as set forth below shall not be counted toward instrument downtime. Specifically:
810,Condition 24324,,"INSERT: 1. For a full operating hour (any clock hour where the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas)), if there are at least four valid data points to calculate the hourly average (that is, one data point in each of the 15-minute sector of the hour), then there is no period of instrument downtime;",insert,Rachel Lien,2024-04-03T14:01:00Z,41829,"1. For a full operating hour (any clock hour where the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas)), if there are at least four valid data points to calculate the hourly average (that is, one data"
811,Condition 24324,,"INSERT: 2. For a partial operating hour (any clock hour where the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas)), if there is at least one valid data point in each 15-minute sector of the hour in which the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas) to calculate the hourly average, then there is no period of instrument downtime; and",insert,Rachel Lien,2024-04-03T14:01:00Z,41830,"2. For a partial operating hour (any clock hour where the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas)), if there is at least one valid data point in each 15-minute sector of the hour in which the "
812,Condition 24324,,INSERT: 3. For any operating hour in which required maintenance or quality assurance activities on the instruments or monitoring systems associated with the flare are performed:,insert,Rachel Lien,2024-04-03T14:01:00Z,41831,3. For any operating hour in which required maintenance or quality assurance activities on the instruments or monitoring systems associated with the flare are performed:
813,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29","INSERT: i. If the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas) in two or more 15-minute quadrants of the hour and if there are at least two valid data points separated by at least 15 minutes to calculate the hourly average, then there is no period of instrument downtime; or",insert,Rachel Lien,2024-04-03T14:01:00Z,41832,"i. If the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas) in two or more 15-minute quadrants of the hour and if there are at least two valid data points separated by at least 15 minutes to calculate t"
814,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29","INSERT: ii. If the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas) in only one 15- minute quadrant of the hour and if there is at least one valid data point to calculate the hourly average, then there is no period of instrument downtime.",insert,Rachel Lien,2024-04-03T14:01:00Z,41833,"ii. If the flare is In Operation (e.g., Capable of Receiving Sweep, Supplemental and/or Waste Gas) in only one 15- minute quadrant of the hour and if there is at least one valid data point to calculate the hourly average, then there is no p"
815,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29","INSERT: (Basis: Regulation 2-1-403,",insert,Rachel Lien,2024-04-03T14:03:00Z,41834,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)"
816,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29",INSERT: EPA,insert,Rachel Lien,2024-07-03T16:32:00Z,41834,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)"
817,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29",INSERT: Consent Decree,insert,Rachel Lien,2024-04-03T14:03:00Z,41834,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)"
818,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29",INSERT: (Tesoro),insert,Rachel Lien,2024-07-03T16:32:00Z,41834,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)"
819,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29","INSERT: Appendix A-5, Condition 29",insert,Rachel Lien,2024-04-05T13:55:00Z,41834,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)"
820,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 29",INSERT: ),insert,Rachel Lien,2024-04-03T14:03:00Z,41834,"(Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendix A-5, Condition 29)"
821,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: The,insert,Rachel Lien,2024-04-03T14:04:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
822,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: o,insert,Rachel Lien,2024-04-07T10:47:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
823,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: wner/,insert,Rachel Lien,2024-04-03T14:04:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
824,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: o,insert,Rachel Lien,2024-04-07T10:47:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
825,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: perator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012,",insert,Rachel Lien,2024-04-03T14:04:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
826,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: and,insert,Rachel Lien,2024-04-05T14:33:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
827,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: S-1517). The rolling average period shall include only the prior 30 days, when the Flares were in operation. Each exceedance of the 30-day rolling average limit shall constitute one day of violation. (Basis: Regulation 2-1-403,",insert,Rachel Lien,2024-04-03T14:04:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
828,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: EPA,insert,Rachel Lien,2024-07-03T16:33:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
829,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: Consent Decree,insert,Rachel Lien,2024-04-03T14:04:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
830,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: (Tesoro),insert,Rachel Lien,2024-07-03T16:33:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
831,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: Appendix A-5, Condition 17,",insert,Tony Widboom,2024-04-12T14:37:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
832,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","DELETE: ,",delete,Rachel Lien,2024-04-18T13:00:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
833,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: and Appendix C-2.1),insert,Rachel Lien,2024-04-03T14:04:00Z,41835,"The owner/operator shall comply with the combined 30-day rolling average limit of 1,516,353 scf/day of Waste Gas for the Flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prior"
834,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: The,insert,Rachel Lien,2024-04-03T14:04:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
835,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: o,insert,Rachel Lien,2024-04-07T10:47:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
836,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: wner/,insert,Rachel Lien,2024-04-03T14:04:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
837,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: o,insert,Rachel Lien,2024-04-07T10:47:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
838,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: perator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012,",insert,Rachel Lien,2024-04-03T14:04:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
839,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: and,insert,Rachel Lien,2024-04-05T14:33:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
840,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: S-1517). The rolling average period shall include only the prior 365 days, when the Flares were In Operation. Each exceedance of the 365-day rolling Average limit shall constitute one Day of violation. (Basis: Regulation 2-1-403,",insert,Rachel Lien,2024-04-03T14:04:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
841,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: EPA,insert,Rachel Lien,2024-07-03T16:33:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
842,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: Consent Decree,insert,Rachel Lien,2024-04-03T14:04:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
843,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: (Tesoro),insert,Rachel Lien,2024-07-03T16:33:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
844,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: Appendices A-5,insert,Rachel Lien,2024-04-05T11:45:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
845,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: ,",insert,Rachel Lien,2024-04-18T12:46:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
846,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: Condition 17 and,insert,Rachel Lien,2024-04-05T11:45:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
847,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: C-2.1),insert,Rachel Lien,2024-04-03T14:04:00Z,41836,"The owner/operator shall comply with the combined 365-day rolling average limit of 1,010,902 scf/day of Waste Gas for the flares (S-854, S-943, S-944, S-945, S-992, S-1012, and S-1517). The rolling average period shall include only the prio"
848,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17","INSERT: For purposes of the meaning and calculation of ""Waste Gas"" flow in the limitations on flaring in",insert,Rachel Lien,2024-04-03T14:05:00Z,41837,"For purposes of the meaning and calculation of ""Waste Gas"" flow in the limitations on flaring in Conditions 15:"
849,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: Conditions,insert,Rachel Lien,2024-04-07T10:21:00Z,41837,"For purposes of the meaning and calculation of ""Waste Gas"" flow in the limitations on flaring in Conditions 15:"
850,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: 1,insert,Rachel Lien,2024-04-03T14:05:00Z,41837,"For purposes of the meaning and calculation of ""Waste Gas"" flow in the limitations on flaring in Conditions 15:"
851,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: 5,insert,Rachel Lien,2024-07-08T15:44:00Z,41837,"For purposes of the meaning and calculation of ""Waste Gas"" flow in the limitations on flaring in Conditions 15:"
852,Condition 24324,"Consent Decree (Tesoro) Appendix A-5, Condition 17",INSERT: :,insert,Rachel Lien,2024-04-03T14:05:00Z,41837,"For purposes of the meaning and calculation of ""Waste Gas"" flow in the limitations on flaring in Conditions 15:"
853,Condition 24324,"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendices A-5, Condition 17 and C-2.",INSERT: a. To the extent that,insert,Rachel Lien,2024-04-03T14:05:00Z,41838,"a. To the extent that owner/operator has instrumentation capable of measuring the volumetric flow rate of hydrogen, nitrogen, oxygen, carbon monoxide, carbon dioxide, and/or water (steam) in the Waste Gas, the contribution of all measured f"
854,Condition 24324,"Basis: Regulation 2-1-403, EPA Consent Decree (Tesoro) Appendices A-5, Condition 17 and C-2.",INSERT: o,insert,Rachel Lien,2024-04-07T10:21:00Z,41838,"a. To the extent that owner/operator has instrumentation capable of measuring the volumetric flow rate of hydrogen, nitrogen, oxygen, carbon monoxide, carbon dioxide, and/or water (steam) in the Waste Gas, the contribution of all measured f"
